instant,year,month,day,weekday,season,is_holiday,is_weekend,working,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
397,2016,2,4,Thursday,3.0,0.0,0.0,1,3.0,10.3,9.0,76.7,22.0,25154,24
398,2016,2,5,Friday,3.0,0.0,0.0,1,3.0,10.9,10.4,78.9,22.3,22597,24
399,2016,2,6,Saturday,3.0,0.0,1.0,0,7.0,11.0,9.7,75.8,31.1,13126,24
400,2016,2,7,Sunday,3.0,0.0,1.0,0,2.0,8.2,4.6,71.0,27.4,14025,23
401,2016,2,8,Monday,3.0,0.0,0.0,1,7.0,8.8,4.4,63.2,41.4,19497,18
402,2016,2,9,Tuesday,3.0,0.0,0.0,1,2.0,6.3,2.6,68.2,21.4,23308,24
403,2016,2,10,Wednesday,3.0,0.0,0.0,1,3.0,6.6,3.4,71.8,18.7,23626,24
404,2016,2,11,Thursday,3.0,0.0,0.0,1,2.0,5.2,3.1,72.6,9.1,25186,24
405,2016,2,12,Friday,3.0,0.0,0.0,1,3.0,4.8,2.0,83.9,13.0,22819,24
406,2016,2,13,Saturday,3.0,0.0,1.0,0,7.0,4.2,0.7,85.6,18.4,9869,24
407,2016,2,14,Sunday,3.0,0.0,1.0,0,7.0,4.4,1.1,72.9,16.0,13697,24
408,2016,2,15,Monday,3.0,0.0,0.0,1,2.0,3.7,0.1,75.5,16.3,21789,24
409,2016,2,16,Tuesday,3.0,0.0,0.0,1,1.0,3.7,1.8,76.5,9.2,24386,24
410,2016,2,17,Wednesday,3.0,0.0,0.0,1,7.0,4.8,2.0,76.5,12.4,19034,24
411,2016,2,18,Thursday,3.0,0.0,0.0,1,7.0,5.3,2.6,72.0,13.2,23517,24
412,2016,2,19,Friday,3.0,0.0,0.0,1,1.0,6.2,2.9,79.0,19.5,22173,24
413,2016,2,20,Saturday,3.0,0.0,1.0,0,7.0,11.2,10.1,80.8,28.0,10745,23
414,2016,2,21,Sunday,3.0,0.0,1.0,0,3.0,13.2,13.2,79.2,30.8,14670,24
415,2016,2,22,Monday,3.0,0.0,0.0,1,7.0,9.0,7.2,73.3,16.9,20463,24
416,2016,2,23,Tuesday,3.0,0.0,0.0,1,2.0,6.4,4.5,68.0,10.9,25657,24
417,2016,2,24,Wednesday,3.0,0.0,0.0,1,2.0,3.8,3.2,69.5,4.8,25481,24
418,2016,2,25,Thursday,3.0,0.0,0.0,1,1.0,3.1,1.2,69.3,8.6,24174,24
419,2016,2,26,Friday,3.0,0.0,0.0,1,1.0,3.9,1.5,68.7,11.5,23580,24
420,2016,2,27,Saturday,3.0,0.0,1.0,0,4.0,4.9,1.5,63.0,17.8,14745,24
421,2016,2,28,Sunday,3.0,0.0,1.0,0,3.0,5.1,1.4,64.3,19.6,13451,24
422,2016,2,29,Monday,3.0,0.0,0.0,1,2.0,5.5,3.7,65.5,9.3,23585,24
423,2016,3,1,Tuesday,0.0,0.0,0.0,1,7.0,9.4,7.2,80.0,25.3,20704,24
424,2016,3,2,Wednesday,0.0,0.0,0.0,1,2.0,6.3,1.8,72.2,31.0,20635,24
425,2016,3,3,Thursday,0.0,0.0,0.0,1,2.0,7.0,3.6,67.6,21.8,24416,24
426,2016,3,4,Friday,0.0,0.0,0.0,1,2.0,6.1,3.2,65.9,16.9,23970,24
427,2016,3,5,Saturday,0.0,0.0,1.0,0,1.0,3.8,0.7,80.1,14.7,12215,24
428,2016,3,6,Sunday,0.0,0.0,1.0,0,2.0,4.3,1.2,74.5,14.0,12510,24
429,2016,3,7,Monday,0.0,0.0,0.0,1,2.0,4.8,1.7,65.8,14.6,22672,24
430,2016,3,8,Tuesday,0.0,0.0,0.0,1,1.0,5.4,2.6,71.4,15.0,23129,24
431,2016,3,9,Wednesday,0.0,0.0,0.0,1,7.0,8.0,5.2,86.8,17.0,19142,24
432,2016,3,10,Thursday,0.0,0.0,0.0,1,4.0,6.8,5.4,83.4,7.5,23504,24
433,2016,3,11,Friday,0.0,0.0,0.0,1,1.0,5.1,3.8,83.2,7.2,20893,24
434,2016,3,12,Saturday,0.0,0.0,1.0,0,3.0,6.9,6.1,82.2,6.2,21573,24
435,2016,3,13,Sunday,0.0,0.0,1.0,0,4.0,5.3,2.7,81.9,14.7,21687,24
436,2016,3,14,Monday,0.0,0.0,0.0,1,1.0,6.7,3.3,68.6,21.0,25448,24
437,2016,3,15,Tuesday,0.0,0.0,0.0,1,3.0,6.4,4.2,84.8,12.7,25224,24
438,2016,3,16,Wednesday,0.0,0.0,0.0,1,3.0,7.3,3.8,73.9,22.1,25322,24
439,2016,3,17,Thursday,0.0,0.0,0.0,1,1.0,6.4,4.4,70.8,12.2,27060,24
440,2016,3,18,Friday,0.0,0.0,0.0,1,3.0,5.7,3.1,81.5,12.4,23047,24
441,2016,3,19,Saturday,0.0,0.0,1.0,0,4.0,7.2,4.4,72.0,16.2,17903,24
442,2016,3,20,Sunday,0.0,0.0,1.0,0,4.0,7.9,6.0,72.0,12.8,17043,24
443,2016,3,21,Monday,0.0,0.0,0.0,1,3.0,8.9,8.0,68.7,10.8,25852,24
444,2016,3,22,Tuesday,0.0,0.0,0.0,1,1.0,8.7,8.2,65.1,6.0,29150,24
445,2016,3,23,Wednesday,0.0,0.0,0.0,1,4.0,8.8,8.2,66.7,6.2,26837,24
446,2016,3,24,Thursday,0.0,0.0,0.0,1,7.0,9.0,6.8,75.9,17.2,19329,24
447,2016,3,25,Friday,0.0,1.0,0.0,0,7.0,10.7,9.3,66.4,14.1,25236,24
448,2016,3,26,Saturday,0.0,0.0,1.0,0,3.0,10.8,9.5,79.7,22.6,10053,19
449,2016,3,27,Sunday,0.0,0.0,1.0,0,7.0,9.7,7.5,72.8,29.5,8123,14
450,2016,3,28,Monday,0.0,1.0,0.0,0,7.0,8.9,5.6,72.7,34.6,10216,24
451,2016,3,29,Tuesday,0.0,0.0,0.0,1,7.0,8.6,5.9,69.6,23.1,18814,24
452,2016,3,30,Wednesday,0.0,0.0,0.0,1,2.0,9.3,7.5,66.1,17.7,26516,24
453,2016,3,31,Thursday,0.0,0.0,0.0,1,2.0,8.8,7.8,63.1,10.7,28304,24
454,2016,4,1,Friday,0.0,0.0,0.0,1,2.0,8.5,7.9,66.5,11.2,27137,24
455,2016,4,2,Saturday,0.0,0.0,1.0,0,7.0,10.7,9.5,62.1,14.8,24367,24
456,2016,4,3,Sunday,0.0,0.0,1.0,0,7.0,11.6,11.0,77.5,11.3,24941,24
457,2016,4,4,Monday,0.0,0.0,0.0,1,2.0,11.1,10.5,77.5,13.6,25109,24
458,2016,4,5,Tuesday,0.0,0.0,0.0,1,2.0,11.6,10.9,65.7,14.9,30575,24
459,2016,4,6,Wednesday,0.0,0.0,0.0,1,1.0,9.5,7.2,65.8,26.4,24002,24
460,2016,4,7,Thursday,0.0,0.0,0.0,1,7.0,7.9,4.8,75.0,21.1,18358,23
461,2016,4,8,Friday,0.0,0.0,0.0,1,1.0,9.6,8.4,72.4,11.2,27191,24
462,2016,4,9,Saturday,0.0,0.0,1.0,0,2.0,9.0,7.0,70.7,15.8,19704,24
463,2016,4,10,Sunday,0.0,0.0,1.0,0,1.0,8.3,6.4,67.1,20.4,23418,24
464,2016,4,11,Monday,0.0,0.0,0.0,1,1.0,11.9,11.3,78.6,16.0,24010,24
465,2016,4,12,Tuesday,0.0,0.0,0.0,1,7.0,12.2,11.6,66.5,12.9,30745,24
466,2016,4,13,Wednesday,0.0,0.0,0.0,1,1.0,12.6,12.4,58.9,7.0,31762,24
467,2016,4,14,Thursday,0.0,0.0,0.0,1,1.0,13.2,13.0,61.5,10.0,30611,24
468,2016,4,15,Friday,0.0,0.0,0.0,1,7.0,10.6,10.1,86.1,9.3,15761,24
469,2016,4,16,Saturday,0.0,0.0,1.0,0,7.0,7.0,4.4,72.9,15.8,17571,24
470,2016,4,17,Sunday,0.0,0.0,1.0,0,1.0,7.6,6.4,59.1,8.6,26885,24
471,2016,4,18,Monday,0.0,0.0,0.0,1,3.0,9.5,8.4,60.8,17.1,28220,24
472,2016,4,19,Tuesday,0.0,0.0,0.0,1,1.0,11.3,10.4,61.5,12.9,33342,24
473,2016,4,20,Wednesday,0.0,0.0,0.0,1,2.0,9.1,7.6,72.3,19.1,34197,24
474,2016,4,21,Thursday,0.0,0.0,0.0,1,1.0,10.6,9.5,67.3,20.2,31612,24
475,2016,4,22,Friday,0.0,0.0,0.0,1,7.0,9.1,6.8,74.2,19.5,20342,24
476,2016,4,23,Saturday,0.0,0.0,1.0,0,2.0,7.6,5.4,64.5,13.7,21762,24
477,2016,4,24,Sunday,0.0,0.0,1.0,0,7.0,7.3,5.0,65.5,12.9,18597,24
478,2016,4,25,Monday,0.0,0.0,0.0,1,2.0,8.0,5.7,74.2,18.3,24149,24
479,2016,4,26,Tuesday,0.0,0.0,0.0,1,1.0,6.3,2.6,61.6,20.9,27628,24
480,2016,4,27,Wednesday,0.0,0.0,0.0,1,7.0,6.6,4.1,63.3,13.8,28157,24
481,2016,4,28,Thursday,0.0,0.0,0.0,1,2.0,7.9,6.2,64.2,17.0,28609,24
482,2016,4,29,Friday,0.0,0.0,0.0,1,1.0,8.6,5.7,60.4,24.2,25385,24
483,2016,4,30,Saturday,0.0,0.0,1.0,0,1.0,9.1,8.0,56.0,12.3,24698,24
484,2016,5,1,Sunday,0.0,0.0,1.0,0,1.0,11.0,10.6,58.3,12.4,29249,24
485,2016,5,2,Monday,0.0,1.0,0.0,0,2.0,12.7,12.6,76.1,20.8,19428,24
486,2016,5,3,Tuesday,0.0,0.0,0.0,1,2.0,11.7,10.9,54.4,14.6,31962,24
487,2016,5,4,Wednesday,0.0,0.0,0.0,1,1.0,13.3,13.0,46.9,11.1,36182,24
488,2016,5,5,Thursday,0.0,0.0,0.0,1,1.0,14.1,13.9,51.0,14.5,38684,24
489,2016,5,6,Friday,0.0,0.0,0.0,1,1.0,15.1,14.9,62.8,13.4,39589,24
490,2016,5,7,Saturday,0.0,0.0,1.0,0,1.0,17.4,17.4,63.4,13.3,43819,24
491,2016,5,8,Sunday,0.0,0.0,1.0,0,1.0,19.2,19.2,57.1,15.6,44758,24
492,2016,5,9,Monday,0.0,0.0,0.0,1,7.0,17.7,17.6,65.7,16.1,30507,24
493,2016,5,10,Tuesday,0.0,0.0,0.0,1,7.0,15.8,15.8,91.1,15.0,21452,24
494,2016,5,11,Wednesday,0.0,0.0,0.0,1,7.0,16.1,16.1,91.4,10.0,27574,24
495,2016,5,12,Thursday,0.0,0.0,0.0,1,1.0,17.7,17.6,69.8,15.7,38082,24
496,2016,5,13,Friday,0.0,0.0,0.0,1,4.0,13.4,13.0,74.0,18.3,34706,24
497,2016,5,14,Saturday,0.0,0.0,1.0,0,4.0,10.3,9.0,56.8,14.2,30046,24
498,2016,5,15,Sunday,0.0,0.0,1.0,0,1.0,12.2,12.0,58.3,12.4,34302,24
499,2016,5,16,Monday,0.0,0.0,0.0,1,1.0,14.2,14.1,62.2,9.0,37045,24
500,2016,5,17,Tuesday,0.0,0.0,0.0,1,3.0,14.5,14.5,62.0,15.6,36445,24
501,2016,5,18,Wednesday,0.0,0.0,0.0,1,7.0,12.9,12.9,80.0,15.2,24111,24
502,2016,5,19,Thursday,0.0,0.0,0.0,1,7.0,14.1,14.1,73.8,16.1,34267,24
503,2016,5,20,Friday,0.0,0.0,0.0,1,3.0,16.0,16.0,67.0,20.2,35674,24
504,2016,5,21,Saturday,0.0,0.0,1.0,0,3.0,15.9,15.9,74.1,19.2,26373,24
505,2016,5,22,Sunday,0.0,0.0,1.0,0,2.0,15.2,15.2,67.5,9.4,30628,24
506,2016,5,23,Monday,0.0,0.0,0.0,1,2.0,15.1,15.1,61.6,15.2,35067,24
507,2016,5,24,Tuesday,0.0,0.0,0.0,1,2.0,12.9,12.7,63.8,15.3,36184,24
508,2016,5,25,Wednesday,0.0,0.0,0.0,1,3.0,11.1,10.4,73.8,11.3,31614,24
509,2016,5,26,Thursday,0.0,0.0,0.0,1,2.0,14.4,14.4,68.7,9.8,37113,24
510,2016,5,27,Friday,0.0,0.0,0.0,1,1.0,15.1,15.1,71.5,15.6,35708,24
511,2016,5,28,Saturday,0.0,0.0,1.0,0,2.0,14.4,14.3,77.3,11.3,30831,24
512,2016,5,29,Sunday,0.0,0.0,1.0,0,4.0,13.9,13.8,76.9,14.2,30760,24
513,2016,5,30,Monday,0.0,1.0,0.0,0,4.0,14.4,14.4,75.2,19.9,23697,24
514,2016,5,31,Tuesday,0.0,0.0,0.0,1,7.0,12.5,12.5,85.0,23.6,16078,24
515,2016,6,1,Wednesday,1.0,0.0,0.0,1,3.0,12.8,12.8,89.2,17.6,26871,24
516,2016,6,2,Thursday,1.0,0.0,0.0,1,3.0,11.4,11.3,83.2,20.0,28901,24
517,2016,6,3,Friday,1.0,0.0,0.0,1,4.0,11.3,10.5,84.9,12.3,29254,24
518,2016,6,4,Saturday,1.0,0.0,1.0,0,4.0,15.1,15.1,87.1,8.6,29697,24
519,2016,6,5,Sunday,1.0,0.0,1.0,0,3.0,16.4,16.4,79.1,12.0,40229,24
520,2016,6,6,Monday,1.0,0.0,0.0,1,3.0,15.9,15.8,70.2,14.3,39050,24
521,2016,6,7,Tuesday,1.0,0.0,0.0,1,1.0,17.5,17.5,72.2,8.5,34676,24
522,2016,6,8,Wednesday,1.0,0.0,0.0,1,7.0,18.5,18.5,73.3,7.4,34196,24
523,2016,6,9,Thursday,1.0,0.0,0.0,1,1.0,15.6,15.6,75.4,11.4,41165,24
524,2016,6,10,Friday,1.0,0.0,0.0,1,1.0,17.6,17.6,64.2,10.0,39637,24
525,2016,6,11,Saturday,1.0,0.0,1.0,0,7.0,18.2,18.2,73.5,7.1,28628,24
526,2016,6,12,Sunday,1.0,0.0,1.0,0,2.0,17.2,17.2,81.6,11.5,17841,24
527,2016,6,13,Monday,1.0,0.0,0.0,1,7.0,16.7,16.7,81.2,15.3,27293,24
528,2016,6,14,Tuesday,1.0,0.0,0.0,1,7.0,16.2,16.2,81.1,16.9,29852,24
529,2016,6,15,Wednesday,1.0,0.0,0.0,1,2.0,16.5,16.5,68.1,15.9,37311,24
530,2016,6,16,Thursday,1.0,0.0,0.0,1,3.0,16.0,16.0,75.6,10.6,31110,24
531,2016,6,17,Friday,1.0,0.0,0.0,1,3.0,15.5,15.5,80.9,10.0,31641,24
532,2016,6,18,Saturday,1.0,0.0,1.0,0,3.0,14.9,14.9,76.2,11.2,29226,24
533,2016,6,19,Sunday,1.0,0.0,1.0,0,7.0,17.0,17.0,72.7,16.4,30954,24
534,2016,6,20,Monday,1.0,0.0,0.0,1,7.0,18.1,18.1,80.7,20.4,22057,24
535,2016,6,21,Tuesday,1.0,0.0,0.0,1,2.0,18.8,18.8,65.7,16.1,38551,24
536,2016,6,22,Wednesday,1.0,0.0,0.0,1,3.0,19.1,19.1,78.9,11.3,36226,24
537,2016,6,23,Thursday,1.0,0.0,0.0,1,7.0,19.9,19.9,90.0,10.6,24852,24
538,2016,6,24,Friday,1.0,0.0,0.0,1,2.0,19.4,19.4,59.0,21.7,18380,9
539,2016,6,25,Saturday,1.0,0.0,1.0,0,7.0,16.1,16.1,73.5,13.6,25939,24
540,2016,6,26,Sunday,1.0,0.0,1.0,0,7.0,16.6,16.6,71.1,19.3,29112,24
541,2016,6,27,Monday,1.0,0.0,0.0,1,1.0,18.1,18.1,69.0,16.0,33299,24
542,2016,6,28,Tuesday,1.0,0.0,0.0,1,7.0,16.6,16.6,63.0,12.3,31288,24
543,2016,6,29,Wednesday,1.0,0.0,0.0,1,7.0,15.4,15.4,78.3,23.0,31210,24
544,2016,6,30,Thursday,1.0,0.0,0.0,1,7.0,17.2,17.2,74.1,18.4,35432,24
545,2016,7,1,Friday,1.0,0.0,0.0,1,3.0,16.8,16.8,73.3,22.3,27730,24
546,2016,7,2,Saturday,1.0,0.0,1.0,0,2.0,15.5,15.5,65.8,23.8,30322,24
547,2016,7,3,Sunday,1.0,0.0,1.0,0,2.0,16.9,16.9,65.6,14.4,33668,24
548,2016,7,4,Monday,1.0,0.0,0.0,1,3.0,17.5,17.5,71.9,15.5,37221,24
549,2016,7,5,Tuesday,1.0,0.0,0.0,1,3.0,18.0,18.0,63.4,19.5,40463,24
550,2016,7,6,Wednesday,1.0,0.0,0.0,1,1.0,17.7,17.6,53.5,9.6,42412,24
551,2016,7,7,Thursday,1.0,0.0,0.0,1,1.0,19.3,19.3,59.9,14.4,39157,24
552,2016,7,8,Friday,1.0,0.0,0.0,1,2.0,19.6,19.6,66.2,23.1,36842,24
553,2016,7,9,Saturday,1.0,0.0,1.0,0,1.0,20.1,20.1,67.8,19.8,33968,24
554,2016,7,10,Sunday,1.0,0.0,1.0,0,2.0,19.4,19.4,72.3,22.6,29135,24
555,2016,7,11,Monday,1.0,0.0,0.0,1,3.0,18.0,18.0,73.7,22.0,32420,24
556,2016,7,12,Tuesday,1.0,0.0,0.0,1,7.0,15.7,15.7,78.5,15.4,29869,24
557,2016,7,13,Wednesday,1.0,0.0,0.0,1,7.0,15.5,15.5,70.4,15.1,35691,24
558,2016,7,14,Thursday,1.0,0.0,0.0,1,1.0,17.2,17.2,59.1,13.5,39923,24
559,2016,7,15,Friday,1.0,0.0,0.0,1,4.0,17.4,17.4,69.5,16.7,36601,24
560,2016,7,16,Saturday,1.0,0.0,1.0,0,4.0,21.6,21.7,69.9,20.7,38349,24
561,2016,7,17,Sunday,1.0,0.0,1.0,0,2.0,23.0,23.0,67.2,17.9,37769,24
562,2016,7,18,Monday,1.0,0.0,0.0,1,1.0,23.5,23.4,58.5,8.3,43195,24
563,2016,7,19,Tuesday,1.0,0.0,0.0,1,1.0,24.6,24.7,62.6,14.5,46021,24
564,2016,7,20,Wednesday,1.0,0.0,0.0,1,1.0,25.0,25.0,59.0,19.0,44664,24
565,2016,7,21,Thursday,1.0,0.0,0.0,1,1.0,20.8,20.8,61.9,11.1,41272,24
566,2016,7,22,Friday,1.0,0.0,0.0,1,2.0,21.1,21.1,66.9,8.9,35996,24
567,2016,7,23,Saturday,1.0,0.0,1.0,0,1.0,22.1,22.1,64.3,10.0,41466,24
568,2016,7,24,Sunday,1.0,0.0,1.0,0,3.0,20.8,20.8,67.5,16.6,38553,24
569,2016,7,25,Monday,1.0,0.0,0.0,1,1.0,20.4,20.1,58.9,18.4,40577,24
570,2016,7,26,Tuesday,1.0,0.0,0.0,1,2.0,19.8,19.7,61.2,14.1,42021,24
571,2016,7,27,Wednesday,1.0,0.0,0.0,1,7.0,20.5,20.5,71.8,17.0,33339,24
572,2016,7,28,Thursday,1.0,0.0,0.0,1,3.0,19.0,19.0,66.0,12.0,31244,22
573,2016,7,29,Friday,1.0,0.0,0.0,1,2.0,19.9,19.9,72.2,17.7,35353,24
574,2016,7,30,Saturday,1.0,0.0,1.0,0,2.0,19.5,19.4,63.3,10.5,45608,24
575,2016,7,31,Sunday,1.0,0.0,1.0,0,2.0,18.8,18.8,55.5,10.7,44678,23
576,2016,8,1,Monday,1.0,0.0,0.0,1,7.0,16.8,16.8,67.9,12.6,29749,24
577,2016,8,2,Tuesday,1.0,0.0,0.0,1,7.0,18.9,18.9,86.8,17.3,28593,24
578,2016,8,3,Wednesday,1.0,0.0,0.0,1,4.0,20.7,20.7,67.6,24.7,40268,24
579,2016,8,4,Thursday,1.0,0.0,0.0,1,3.0,19.2,19.2,63.0,23.8,39082,24
580,2016,8,5,Friday,1.0,0.0,0.0,1,2.0,19.7,19.5,62.4,16.0,35991,23
581,2016,8,6,Saturday,1.0,0.0,1.0,0,1.0,20.5,20.5,58.7,14.4,41885,24
582,2016,8,7,Sunday,1.0,0.0,1.0,0,4.0,21.6,21.6,64.7,24.4,38076,24
583,2016,8,8,Monday,1.0,0.0,0.0,1,1.0,18.4,18.4,54.3,21.4,37769,24
584,2016,8,9,Tuesday,1.0,0.0,0.0,1,1.0,16.8,16.8,52.2,16.4,39514,24
585,2016,8,10,Wednesday,1.0,0.0,0.0,1,1.0,16.2,16.2,59.1,14.4,38430,24
586,2016,8,11,Thursday,1.0,0.0,0.0,1,7.0,19.0,19.0,64.8,20.3,37626,24
587,2016,8,12,Friday,1.0,0.0,0.0,1,1.0,21.0,21.0,61.6,21.2,40159,24
588,2016,8,13,Saturday,1.0,0.0,1.0,0,1.0,20.3,20.3,61.7,19.5,43041,24
589,2016,8,14,Sunday,1.0,0.0,1.0,0,4.0,19.2,19.1,53.9,9.2,43848,24
590,2016,8,15,Monday,1.0,0.0,0.0,1,2.0,18.2,18.2,64.8,14.7,40236,23
591,2016,8,16,Tuesday,1.0,0.0,0.0,1,2.0,18.0,18.0,68.6,14.0,38911,22
592,2016,8,17,Wednesday,1.0,0.0,0.0,1,1.0,19.2,19.2,66.3,12.3,42439,24
593,2016,8,18,Thursday,1.0,0.0,0.0,1,1.0,19.4,19.3,69.1,13.2,38983,24
594,2016,8,19,Friday,1.0,0.0,0.0,1,2.0,17.9,17.9,83.7,12.5,25593,24
595,2016,8,20,Saturday,1.0,0.0,1.0,0,2.0,17.9,17.9,70.1,26.2,24371,24
596,2016,8,21,Sunday,1.0,0.0,1.0,0,3.0,18.6,18.6,68.4,26.3,28219,24
597,2016,8,22,Monday,1.0,0.0,0.0,1,2.0,20.8,20.8,68.7,20.3,35693,24
598,2016,8,23,Tuesday,1.0,0.0,0.0,1,1.0,23.1,23.0,60.0,10.3,42060,24
599,2016,8,24,Wednesday,1.0,0.0,0.0,1,1.0,25.5,25.6,60.1,6.8,40664,24
600,2016,8,25,Thursday,1.0,0.0,0.0,1,1.0,24.0,24.4,67.0,8.3,37742,24
601,2016,8,26,Friday,1.0,0.0,0.0,1,1.0,23.2,23.0,56.1,10.2,37697,24
602,2016,8,27,Saturday,1.0,0.0,1.0,0,1.0,21.2,21.2,69.2,15.2,32188,24
603,2016,8,28,Sunday,1.0,0.0,1.0,0,3.0,20.0,20.0,74.6,18.2,25849,24
604,2016,8,29,Monday,1.0,1.0,0.0,0,2.0,19.5,19.4,65.4,8.3,34176,24
605,2016,8,30,Tuesday,1.0,0.0,0.0,1,1.0,20.8,20.8,54.8,8.6,39473,24
606,2016,8,31,Wednesday,1.0,0.0,0.0,1,1.0,19.8,19.8,63.1,15.3,38989,24
607,2016,9,1,Thursday,2.0,0.0,0.0,1,2.0,19.3,19.3,62.2,13.8,39270,23
608,2016,9,3,Saturday,2.0,0.0,1.0,0,7.0,19.4,19.4,75.4,21.9,15265,12
609,2016,9,4,Sunday,2.0,0.0,1.0,0,3.0,18.9,18.9,69.9,23.4,27512,24
610,2016,9,5,Monday,2.0,0.0,0.0,1,7.0,19.0,19.0,82.5,9.4,27873,24
611,2016,9,6,Tuesday,2.0,0.0,0.0,1,3.0,22.2,22.2,79.3,10.3,37629,24
612,2016,9,7,Wednesday,2.0,0.0,0.0,1,4.0,22.6,22.6,66.9,9.6,39816,24
613,2016,9,8,Thursday,2.0,0.0,0.0,1,2.0,20.2,20.0,62.3,19.3,40555,24
614,2016,9,9,Friday,2.0,0.0,0.0,1,3.0,19.5,19.5,72.6,17.5,36151,24
615,2016,9,10,Saturday,2.0,0.0,1.0,0,7.0,19.2,19.2,80.5,16.3,17080,24
616,2016,9,11,Sunday,2.0,0.0,1.0,0,1.0,16.9,16.8,63.9,9.0,39403,24
617,2016,9,12,Monday,2.0,0.0,0.0,1,2.0,20.5,20.5,65.1,11.5,39261,24
618,2016,9,13,Tuesday,2.0,0.0,0.0,1,1.0,24.8,24.6,62.2,13.5,43573,24
619,2016,9,14,Wednesday,2.0,0.0,0.0,1,1.0,23.5,23.5,63.3,10.4,44478,24
620,2016,9,15,Thursday,2.0,0.0,0.0,1,1.0,22.6,22.7,66.8,10.0,42135,24
621,2016,9,16,Friday,2.0,0.0,0.0,1,7.0,17.3,17.3,79.2,17.3,21967,24
622,2016,9,17,Saturday,2.0,0.0,1.0,0,4.0,15.4,15.4,80.7,19.9,27182,24
623,2016,9,18,Sunday,2.0,0.0,1.0,0,3.0,17.1,17.1,78.2,7.8,29463,24
