instant,year,month,day,weekday,season,is_holiday,is_weekend,working,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
34,2015,2,6,Friday,3.0,0.0,0.0,1,2.0,2.7,-1.7,69.9,19.3,20955,24
35,2015,2,7,Saturday,3.0,0.0,1.0,0,3.0,3.8,1.0,83.0,11.3,13149,24
36,2015,2,8,Sunday,3.0,0.0,1.0,0,2.0,5.4,3.1,76.2,10.2,15778,24
37,2015,2,9,Monday,3.0,0.0,0.0,1,2.0,5.7,3.9,81.4,9.2,23858,24
38,2015,2,10,Tuesday,3.0,0.0,0.0,1,4.0,5.5,4.4,79.6,6.5,23559,23
39,2015,2,11,Wednesday,3.0,0.0,0.0,1,4.0,5.0,3.2,77.4,7.6,23680,24
40,2015,2,12,Thursday,3.0,0.0,0.0,1,4.0,4.0,2.4,73.1,7.2,23227,24
41,2015,2,13,Friday,3.0,0.0,0.0,1,7.0,7.0,4.0,84.5,17.8,17699,24
42,2015,2,14,Saturday,3.0,0.0,1.0,0,3.0,7.3,5.1,88.7,12.4,14423,24
43,2015,2,15,Sunday,3.0,0.0,1.0,0,3.0,6.7,5.3,86.2,7.3,16952,24
44,2015,2,16,Monday,3.0,0.0,0.0,1,7.0,6.0,4.1,89.7,9.8,16381,24
45,2015,2,17,Tuesday,3.0,0.0,0.0,1,2.0,5.9,3.5,68.7,12.2,25064,24
46,2015,2,18,Wednesday,3.0,0.0,0.0,1,1.0,6.4,3.7,71.3,15.2,25132,24
47,2015,2,19,Thursday,3.0,0.0,0.0,1,7.0,7.3,3.9,81.5,21.1,16898,24
48,2015,2,20,Friday,3.0,0.0,0.0,1,7.0,6.6,4.8,81.3,9.4,20715,24
49,2015,2,21,Saturday,3.0,0.0,1.0,0,2.0,4.8,1.6,76.3,16.2,16198,24
50,2015,2,22,Sunday,3.0,0.0,1.0,0,7.0,5.1,1.4,80.9,21.2,9086,24
51,2015,2,23,Monday,3.0,0.0,0.0,1,2.0,6.9,2.9,66.9,25.9,21764,24
52,2015,2,24,Tuesday,3.0,0.0,0.0,1,2.0,7.2,3.1,66.1,27.0,23688,24
53,2015,2,25,Wednesday,3.0,0.0,0.0,1,7.0,9.1,7.7,77.3,11.1,21592,24
54,2015,2,26,Thursday,3.0,0.0,0.0,1,7.0,9.2,7.4,81.7,16.9,20036,24
55,2015,2,27,Friday,3.0,0.0,0.0,1,2.0,5.9,3.1,66.3,14.3,24367,24
56,2015,2,28,Saturday,3.0,0.0,1.0,0,3.0,8.7,5.8,83.6,23.1,13529,24
57,2015,3,1,Sunday,0.0,0.0,1.0,0,2.0,9.2,6.4,66.7,29.6,15641,24
58,2015,3,2,Monday,0.0,0.0,0.0,1,2.0,6.1,1.7,62.8,28.3,22258,24
59,2015,3,3,Tuesday,0.0,0.0,0.0,1,2.0,6.6,2.9,64.2,23.0,23845,24
60,2015,3,4,Wednesday,0.0,0.0,0.0,1,1.0,6.7,3.3,64.7,20.2,24485,24
61,2015,3,5,Thursday,0.0,0.0,0.0,1,1.0,7.5,5.2,65.3,16.7,24896,24
62,2015,3,6,Friday,0.0,0.0,0.0,1,4.0,9.1,7.2,63.3,17.5,25337,24
63,2015,3,7,Saturday,0.0,0.0,1.0,0,1.0,11.0,9.6,64.3,18.4,27365,24
64,2015,3,8,Sunday,0.0,0.0,1.0,0,2.0,10.0,9.0,78.9,14.2,20017,24
65,2015,3,9,Monday,0.0,0.0,0.0,1,3.0,8.4,6.4,82.8,14.3,24037,24
66,2015,3,10,Tuesday,0.0,0.0,0.0,1,1.0,8.9,7.4,65.5,10.6,27674,24
67,2015,3,11,Wednesday,0.0,0.0,0.0,1,1.0,8.8,7.6,73.7,11.2,27419,24
68,2015,3,12,Thursday,0.0,0.0,0.0,1,1.0,10.0,9.0,56.2,13.6,28131,24
69,2015,3,13,Friday,0.0,0.0,0.0,1,1.0,8.5,6.6,61.3,17.8,25700,24
70,2015,3,14,Saturday,0.0,0.0,1.0,0,4.0,6.1,3.0,67.0,18.0,18101,24
71,2015,3,15,Sunday,0.0,0.0,1.0,0,7.0,6.3,3.3,82.2,16.3,10662,24
72,2015,3,16,Monday,0.0,0.0,0.0,1,7.0,7.0,4.5,81.8,13.7,19824,24
73,2015,3,17,Tuesday,0.0,0.0,0.0,1,7.0,8.5,7.2,85.9,10.2,25780,24
74,2015,3,18,Wednesday,0.0,0.0,0.0,1,3.0,6.9,4.6,80.1,12.2,26439,24
75,2015,3,19,Thursday,0.0,0.0,0.0,1,4.0,7.2,4.5,79.1,15.1,24077,24
76,2015,3,20,Friday,0.0,0.0,0.0,1,4.0,7.5,5.8,75.5,9.9,25226,24
77,2015,3,21,Saturday,0.0,0.0,1.0,0,3.0,7.6,4.9,72.0,16.5,16116,24
78,2015,3,22,Sunday,0.0,0.0,1.0,0,4.0,5.9,3.3,67.7,12.4,18618,24
79,2015,3,23,Monday,0.0,0.0,0.0,1,2.0,8.0,6.5,66.2,11.9,25592,24
80,2015,3,24,Tuesday,0.0,0.0,0.0,1,7.0,7.5,5.9,69.8,9.4,24083,24
81,2015,3,25,Wednesday,0.0,0.0,0.0,1,1.0,6.2,4.6,67.1,7.9,25672,24
82,2015,3,26,Thursday,0.0,0.0,0.0,1,7.0,8.4,6.2,70.4,20.8,20305,24
83,2015,3,27,Friday,0.0,0.0,0.0,1,1.0,8.8,6.9,60.5,15.7,26348,24
84,2015,3,28,Saturday,0.0,0.0,1.0,0,3.0,11.6,11.1,80.1,22.9,18986,24
85,2015,3,29,Sunday,0.0,0.0,1.0,0,7.0,11.3,10.1,77.4,30.8,8592,23
86,2015,3,30,Monday,0.0,0.0,0.0,1,2.0,9.6,7.4,64.6,26.3,22106,24
87,2015,3,31,Tuesday,0.0,0.0,0.0,1,7.0,10.8,9.7,55.2,41.9,22602,20
88,2015,4,1,Wednesday,0.0,0.0,0.0,1,2.0,8.5,4.9,59.9,31.7,23539,24
89,2015,4,2,Thursday,0.0,0.0,0.0,1,7.0,9.1,7.1,66.4,14.8,22682,24
90,2015,4,3,Friday,0.0,1.0,0.0,0,7.0,9.4,8.6,88.1,7.9,11298,24
91,2015,4,4,Saturday,0.0,0.0,1.0,0,7.0,8.9,7.0,77.7,12.3,12864,23
92,2015,4,5,Sunday,0.0,0.0,1.0,0,7.0,8.8,8.3,71.1,7.0,19369,24
93,2015,4,6,Monday,0.0,1.0,0.0,0,3.0,9.2,7.8,73.6,13.4,25439,24
94,2015,4,7,Tuesday,0.0,0.0,0.0,1,1.0,11.1,10.9,68.1,6.6,29441,24
95,2015,4,8,Wednesday,0.0,0.0,0.0,1,1.0,11.8,11.4,74.0,11.0,30643,24
96,2015,4,9,Thursday,0.0,0.0,0.0,1,4.0,10.5,9.6,79.3,10.6,31520,24
97,2015,4,10,Friday,0.0,0.0,0.0,1,1.0,13.0,12.5,68.0,11.9,32052,24
98,2015,4,11,Saturday,0.0,0.0,1.0,0,1.0,11.6,11.1,58.9,21.7,25113,24
99,2015,4,12,Sunday,0.0,0.0,1.0,0,1.0,11.8,10.9,58.6,20.2,29204,24
100,2015,4,13,Monday,0.0,0.0,0.0,1,4.0,11.6,11.2,68.8,9.7,28048,24
101,2015,4,14,Tuesday,0.0,0.0,0.0,1,1.0,15.6,14.9,60.8,17.2,34519,24
102,2015,4,15,Wednesday,0.0,0.0,0.0,1,1.0,17.5,17.2,51.9,14.1,37470,24
103,2015,4,16,Thursday,0.0,0.0,0.0,1,1.0,11.7,10.9,67.0,19.6,30489,24
104,2015,4,17,Friday,0.0,0.0,0.0,1,1.0,10.6,8.9,63.6,23.6,29796,24
105,2015,4,18,Saturday,0.0,0.0,1.0,0,2.0,9.6,8.1,63.9,22.6,29595,24
106,2015,4,19,Sunday,0.0,0.0,1.0,0,4.0,8.4,6.7,67.8,11.6,19736,24
107,2015,4,20,Monday,0.0,0.0,0.0,1,1.0,11.1,10.4,64.4,13.9,32057,24
108,2015,4,21,Tuesday,0.0,0.0,0.0,1,1.0,11.4,10.9,61.6,12.8,34908,24
109,2015,4,22,Wednesday,0.0,0.0,0.0,1,3.0,10.4,9.5,72.5,16.9,32381,24
110,2015,4,23,Thursday,0.0,0.0,0.0,1,4.0,10.4,9.0,71.7,13.2,32773,24
111,2015,4,24,Friday,0.0,0.0,0.0,1,1.0,13.0,12.7,68.6,14.2,32102,24
112,2015,4,25,Saturday,0.0,0.0,1.0,0,7.0,14.1,14.1,75.1,18.4,25194,24
113,2015,4,26,Sunday,0.0,0.0,1.0,0,3.0,9.6,8.3,83.3,11.2,19427,24
114,2015,4,27,Monday,0.0,0.0,0.0,1,1.0,9.3,8.4,55.6,10.5,30489,24
115,2015,4,28,Tuesday,0.0,0.0,0.0,1,1.0,9.7,7.9,53.5,23.0,31783,24
116,2015,4,29,Wednesday,0.0,0.0,0.0,1,7.0,9.9,8.0,71.3,18.6,26030,24
117,2015,4,30,Thursday,0.0,0.0,0.0,1,2.0,10.8,9.4,57.8,18.3,31621,24
118,2015,5,1,Friday,0.0,0.0,0.0,1,2.0,9.1,7.2,64.2,18.9,29579,24
119,2015,5,2,Saturday,0.0,0.0,1.0,0,1.0,9.8,8.4,74.5,21.1,22231,24
120,2015,5,3,Sunday,0.0,0.0,1.0,0,7.0,14.6,14.5,80.4,21.8,21165,24
121,2015,5,4,Monday,0.0,1.0,0.0,0,7.0,14.6,14.6,67.2,18.8,26795,24
122,2015,5,5,Tuesday,0.0,0.0,0.0,1,2.0,14.6,14.6,69.4,31.0,26488,24
123,2015,5,6,Wednesday,0.0,0.0,0.0,1,7.0,12.5,12.2,70.5,32.2,24438,24
124,2015,5,7,Thursday,0.0,0.0,0.0,1,2.0,13.2,13.1,62.3,19.6,31144,24
125,2015,5,8,Friday,0.0,0.0,0.0,1,1.0,13.1,13.0,71.2,12.1,26878,24
126,2015,5,9,Saturday,0.0,0.0,1.0,0,3.0,14.8,14.8,59.4,26.3,27810,24
127,2015,5,10,Sunday,0.0,0.0,1.0,0,3.0,14.8,14.6,66.6,13.7,32226,24
128,2015,5,11,Monday,0.0,0.0,0.0,1,2.0,17.3,17.3,64.5,17.2,33719,24
129,2015,5,12,Tuesday,0.0,0.0,0.0,1,2.0,14.6,14.6,53.4,23.2,33820,24
130,2015,5,13,Wednesday,0.0,0.0,0.0,1,1.0,13.8,13.4,56.5,11.7,36699,24
131,2015,5,14,Thursday,0.0,0.0,0.0,1,7.0,9.9,7.9,85.0,21.4,15609,24
132,2015,5,15,Friday,0.0,0.0,0.0,1,2.0,11.8,11.0,69.5,14.1,32343,24
133,2015,5,16,Saturday,0.0,0.0,1.0,0,1.0,15.1,15.1,59.9,19.9,32526,24
134,2015,5,17,Sunday,0.0,0.0,1.0,0,1.0,13.6,13.2,56.4,17.2,31323,24
135,2015,5,18,Monday,0.0,0.0,0.0,1,7.0,12.4,12.0,68.3,25.1,24288,24
136,2015,5,19,Tuesday,0.0,0.0,0.0,1,2.0,10.9,9.5,63.1,24.3,28331,24
137,2015,5,20,Wednesday,0.0,0.0,0.0,1,1.0,11.5,10.5,61.2,18.7,30534,24
138,2015,5,21,Thursday,0.0,0.0,0.0,1,1.0,14.6,14.0,53.0,15.8,34833,24
139,2015,5,22,Friday,0.0,0.0,0.0,1,3.0,15.7,15.4,65.7,13.7,33435,24
140,2015,5,23,Saturday,0.0,0.0,1.0,0,3.0,14.7,14.7,68.9,15.0,23849,24
141,2015,5,24,Sunday,0.0,0.0,1.0,0,3.0,15.8,15.8,64.3,11.5,30018,24
142,2015,5,25,Monday,0.0,1.0,0.0,0,2.0,13.8,13.8,60.9,13.6,29502,24
143,2015,5,26,Tuesday,0.0,0.0,0.0,1,1.0,14.9,14.9,60.1,14.6,34809,24
144,2015,5,27,Wednesday,0.0,0.0,0.0,1,1.0,14.8,14.5,56.4,16.7,36407,24
145,2015,5,28,Thursday,0.0,0.0,0.0,1,1.0,15.0,15.0,49.9,23.2,34387,24
146,2015,5,29,Friday,0.0,0.0,0.0,1,2.0,12.4,12.4,64.0,22.2,26023,24
147,2015,5,30,Saturday,0.0,0.0,1.0,0,1.0,13.1,12.4,57.8,17.8,29206,24
148,2015,5,31,Sunday,0.0,0.0,1.0,0,7.0,13.9,13.9,72.9,22.3,14998,24
149,2015,6,1,Monday,1.0,0.0,0.0,1,2.0,12.1,11.4,62.8,23.6,27864,24
150,2015,6,2,Tuesday,1.0,0.0,0.0,1,3.0,15.7,15.7,75.0,33.5,27939,24
151,2015,6,3,Wednesday,1.0,0.0,0.0,1,1.0,16.1,16.1,53.1,17.6,35377,24
152,2015,6,4,Thursday,1.0,0.0,0.0,1,1.0,17.0,16.8,56.3,12.9,39451,24
153,2015,6,5,Friday,1.0,0.0,0.0,1,1.0,19.8,19.8,63.5,19.5,34563,21
154,2015,6,6,Saturday,1.0,0.0,1.0,0,2.0,15.3,15.2,51.2,23.8,32820,24
155,2015,6,7,Sunday,1.0,0.0,1.0,0,1.0,15.0,14.9,56.0,12.5,35407,24
156,2015,6,8,Monday,1.0,0.0,0.0,1,1.0,13.6,13.5,63.9,13.5,32587,24
157,2015,6,9,Tuesday,1.0,0.0,0.0,1,2.0,12.0,11.3,59.2,21.0,33255,24
158,2015,6,10,Wednesday,1.0,0.0,0.0,1,2.0,14.0,13.8,57.8,22.0,35707,24
159,2015,6,11,Thursday,1.0,0.0,0.0,1,1.0,16.8,16.7,63.1,20.4,38808,24
160,2015,6,12,Friday,1.0,0.0,0.0,1,1.0,18.8,18.8,69.6,12.2,35172,24
161,2015,6,13,Saturday,1.0,0.0,1.0,0,4.0,17.5,17.5,77.4,18.3,30298,24
162,2015,6,14,Sunday,1.0,0.0,1.0,0,3.0,14.9,14.9,78.5,13.1,25235,24
163,2015,6,15,Monday,1.0,0.0,0.0,1,4.0,14.3,14.3,64.7,16.9,34558,24
164,2015,6,16,Tuesday,1.0,0.0,0.0,1,1.0,17.0,16.9,58.5,8.1,37923,24
165,2015,6,17,Wednesday,1.0,0.0,0.0,1,1.0,19.6,19.6,65.5,21.9,38591,24
166,2015,6,18,Thursday,1.0,0.0,0.0,1,1.0,17.9,17.9,57.2,18.1,38687,24
167,2015,6,19,Friday,1.0,0.0,0.0,1,2.0,16.4,16.4,58.5,16.0,35966,24
168,2015,6,20,Saturday,1.0,0.0,1.0,0,3.0,16.6,16.6,74.8,9.8,26295,24
169,2015,6,21,Sunday,1.0,0.0,1.0,0,3.0,17.5,17.5,62.7,23.0,30393,24
170,2015,6,22,Monday,1.0,0.0,0.0,1,7.0,14.7,14.7,70.9,20.9,29557,24
171,2015,6,23,Tuesday,1.0,0.0,0.0,1,3.0,15.8,15.8,60.4,14.1,37472,24
172,2015,6,24,Wednesday,1.0,0.0,0.0,1,1.0,18.6,18.4,57.2,16.1,38940,24
173,2015,6,25,Thursday,1.0,0.0,0.0,1,1.0,19.6,19.6,57.0,13.5,38673,24
174,2015,6,26,Friday,1.0,0.0,0.0,1,1.0,20.6,20.6,55.2,15.9,37019,24
175,2015,6,27,Saturday,1.0,0.0,1.0,0,2.0,19.5,19.2,57.4,17.0,36581,24
176,2015,6,28,Sunday,1.0,0.0,1.0,0,2.0,19.1,19.1,64.2,15.3,25706,24
177,2015,6,29,Monday,1.0,0.0,0.0,1,1.0,20.6,20.5,54.6,13.4,39082,24
178,2015,6,30,Tuesday,1.0,0.0,0.0,1,1.0,22.4,22.0,50.4,14.9,43326,24
179,2015,7,1,Wednesday,1.0,0.0,0.0,1,1.0,27.4,27.4,51.0,17.3,42641,24
180,2015,7,2,Thursday,1.0,0.0,0.0,1,1.0,22.3,22.3,64.6,15.2,38262,24
181,2015,7,3,Friday,1.0,0.0,0.0,1,1.0,19.9,19.9,63.7,17.5,39611,24
182,2015,7,4,Saturday,1.0,0.0,1.0,0,1.0,22.2,22.2,66.2,17.4,38283,24
183,2015,7,5,Sunday,1.0,0.0,1.0,0,7.0,18.6,18.6,64.7,13.7,29716,24
184,2015,7,6,Monday,1.0,0.0,0.0,1,1.0,19.0,18.7,59.0,15.5,38620,24
185,2015,7,7,Tuesday,1.0,0.0,0.0,1,1.0,19.5,19.4,58.1,21.5,37908,24
186,2015,7,8,Wednesday,1.0,0.0,0.0,1,3.0,17.8,17.8,62.4,23.8,41703,24
187,2015,7,9,Thursday,1.0,0.0,0.0,1,2.0,17.8,17.5,49.0,13.0,72504,24
188,2015,7,10,Friday,1.0,0.0,0.0,1,1.0,20.8,20.3,47.2,12.9,42779,24
189,2015,7,11,Saturday,1.0,0.0,1.0,0,1.0,21.4,21.3,54.2,17.4,42091,24
190,2015,7,12,Sunday,1.0,0.0,1.0,0,3.0,18.5,18.5,75.5,21.7,23240,24
191,2015,7,13,Monday,1.0,0.0,0.0,1,7.0,19.0,19.0,81.5,20.0,26920,23
192,2015,7,14,Tuesday,1.0,0.0,0.0,1,7.0,19.4,19.4,76.6,16.0,35348,24
193,2015,7,15,Wednesday,1.0,0.0,0.0,1,3.0,19.6,19.6,76.9,12.0,34574,24
194,2015,7,16,Thursday,1.0,0.0,0.0,1,3.0,19.9,19.9,65.5,22.0,39306,24
195,2015,7,17,Friday,1.0,0.0,0.0,1,3.0,20.4,20.4,62.7,20.0,38505,24
196,2015,7,18,Saturday,1.0,0.0,1.0,0,1.0,18.7,18.5,54.0,17.6,38491,24
197,2015,7,19,Sunday,1.0,0.0,1.0,0,1.0,20.0,19.7,49.3,19.0,36693,24
198,2015,7,20,Monday,1.0,0.0,0.0,1,3.0,19.1,19.1,77.9,13.4,27163,21
199,2015,7,21,Tuesday,1.0,0.0,0.0,1,1.0,20.4,20.4,58.4,22.4,40696,24
200,2015,7,22,Wednesday,1.0,0.0,0.0,1,2.0,19.3,19.2,61.0,17.8,37915,24
201,2015,7,23,Thursday,1.0,0.0,0.0,1,2.0,18.2,18.1,56.5,13.6,39092,24
202,2015,7,24,Friday,1.0,0.0,0.0,1,7.0,15.9,15.9,75.4,11.5,16034,24
203,2015,7,25,Saturday,1.0,0.0,1.0,0,7.0,16.7,16.7,61.7,19.9,32608,24
204,2015,7,26,Sunday,1.0,0.0,1.0,0,7.0,15.5,15.5,77.6,16.2,12398,24
205,2015,7,27,Monday,1.0,0.0,0.0,1,3.0,17.8,17.8,67.2,28.2,31904,24
206,2015,7,28,Tuesday,1.0,0.0,0.0,1,2.0,17.1,17.1,58.8,27.9,36101,24
207,2015,7,29,Wednesday,1.0,0.0,0.0,1,2.0,15.8,15.8,60.9,19.7,36761,24
208,2015,7,30,Thursday,1.0,0.0,0.0,1,2.0,15.9,15.9,60.2,14.9,36145,24
209,2015,7,31,Friday,1.0,0.0,0.0,1,1.0,17.0,16.9,58.6,8.2,36675,24
210,2015,8,1,Saturday,1.0,0.0,1.0,0,1.0,17.7,17.6,55.7,12.6,43017,24
211,2015,8,2,Sunday,1.0,0.0,1.0,0,2.0,19.8,19.5,57.8,12.5,43295,24
212,2015,8,3,Monday,1.0,0.0,0.0,1,3.0,19.8,19.8,68.2,17.6,35402,24
213,2015,8,4,Tuesday,1.0,0.0,0.0,1,1.0,18.3,18.2,61.0,22.9,37644,24
214,2015,8,5,Wednesday,1.0,0.0,0.0,1,1.0,18.4,18.4,64.6,11.1,38770,24
215,2015,8,6,Thursday,1.0,0.0,0.0,1,1.0,19.4,19.4,67.7,14.9,63468,24
216,2015,8,7,Friday,1.0,0.0,0.0,1,2.0,19.5,19.5,62.7,9.0,39486,24
217,2015,8,8,Saturday,1.0,0.0,1.0,0,3.0,19.7,19.7,69.4,11.0,38993,24
218,2015,8,9,Sunday,1.0,0.0,1.0,0,1.0,21.2,21.1,55.8,12.3,40441,24
219,2015,8,10,Monday,1.0,0.0,0.0,1,3.0,20.3,20.3,74.0,18.1,35335,24
220,2015,8,11,Tuesday,1.0,0.0,0.0,1,7.0,18.3,18.3,64.6,7.4,34318,24
221,2015,8,12,Wednesday,1.0,0.0,0.0,1,7.0,18.5,18.5,70.4,16.8,36548,24
222,2015,8,13,Thursday,1.0,0.0,0.0,1,4.0,18.9,18.9,83.9,15.1,25974,24
223,2015,8,14,Friday,1.0,0.0,0.0,1,7.0,19.0,19.0,85.6,12.5,25419,24
224,2015,8,15,Saturday,1.0,0.0,1.0,0,1.0,17.6,17.6,63.3,13.5,33739,24
225,2015,8,16,Sunday,1.0,0.0,1.0,0,1.0,16.8,16.8,63.4,7.0,30616,24
226,2015,8,17,Monday,1.0,0.0,0.0,1,1.0,17.8,17.8,55.8,9.7,35695,24
227,2015,8,18,Tuesday,1.0,0.0,0.0,1,1.0,17.6,17.6,59.5,16.1,34530,24
228,2015,8,19,Wednesday,1.0,0.0,0.0,1,7.0,17.9,17.9,68.5,15.1,31640,24
229,2015,8,20,Thursday,1.0,0.0,0.0,1,7.0,19.0,19.0,81.4,13.8,32554,24
230,2015,8,21,Friday,1.0,0.0,0.0,1,2.0,22.1,22.1,68.9,14.6,35882,24
231,2015,8,22,Saturday,1.0,0.0,1.0,0,1.0,23.2,23.2,62.8,12.3,44187,24
232,2015,8,23,Sunday,1.0,0.0,1.0,0,1.0,19.5,19.5,68.0,16.9,27001,24
233,2015,8,24,Monday,1.0,0.0,0.0,1,7.0,15.8,15.8,87.5,13.4,17400,24
234,2015,8,25,Tuesday,1.0,0.0,0.0,1,7.0,16.2,16.2,79.3,20.1,28152,24
235,2015,8,26,Wednesday,1.0,0.0,0.0,1,7.0,18.2,18.2,80.7,22.0,23738,24
236,2015,8,27,Thursday,1.0,0.0,0.0,1,2.0,16.8,16.8,73.0,17.5,30528,24
237,2015,8,28,Friday,1.0,0.0,0.0,1,2.0,17.0,17.0,66.9,15.8,32950,24
238,2015,8,29,Saturday,1.0,0.0,1.0,0,7.0,18.3,18.3,72.7,7.8,22618,24
239,2015,8,30,Sunday,1.0,0.0,1.0,0,3.0,17.8,17.8,80.3,10.5,24972,24
240,2015,8,31,Monday,1.0,1.0,0.0,0,7.0,15.5,15.5,89.5,10.4,9639,24
241,2015,9,1,Tuesday,2.0,0.0,0.0,1,3.0,15.5,15.5,79.8,9.5,25556,24
242,2015,9,2,Wednesday,2.0,0.0,0.0,1,7.0,14.7,14.7,73.2,10.2,30180,24
243,2015,9,3,Thursday,2.0,0.0,0.0,1,2.0,13.9,13.9,68.8,13.0,30950,24
244,2015,9,4,Friday,2.0,0.0,0.0,1,2.0,14.3,14.3,65.3,13.1,29709,24
245,2015,9,5,Saturday,2.0,0.0,1.0,0,4.0,13.4,13.4,71.5,11.3,22317,24
246,2015,9,6,Sunday,2.0,0.0,1.0,0,1.0,14.1,13.9,64.7,9.8,29429,24
247,2015,9,7,Monday,2.0,0.0,0.0,1,3.0,14.3,14.3,72.2,9.8,31692,24
248,2015,9,8,Tuesday,2.0,0.0,0.0,1,3.0,14.1,14.1,73.4,8.4,32781,24
249,2015,9,9,Wednesday,2.0,0.0,0.0,1,3.0,15.8,15.8,71.6,14.1,33116,24
250,2015,9,10,Thursday,2.0,0.0,0.0,1,1.0,16.2,16.2,71.8,15.0,35734,24
251,2015,9,11,Friday,2.0,0.0,0.0,1,1.0,16.6,16.6,72.0,16.8,33190,22
252,2015,9,12,Saturday,2.0,0.0,1.0,0,2.0,18.3,18.3,63.8,17.5,27023,18
253,2015,9,13,Sunday,2.0,0.0,1.0,0,2.0,14.0,14.0,73.0,11.0,26166,24
254,2015,9,14,Monday,2.0,0.0,0.0,1,7.0,14.5,14.5,78.8,18.6,25811,24
255,2015,9,15,Tuesday,2.0,0.0,0.0,1,2.0,14.2,14.2,75.0,18.0,28066,24
256,2015,9,16,Wednesday,2.0,0.0,0.0,1,7.0,13.8,13.8,89.7,13.4,18653,24
257,2015,9,17,Thursday,2.0,0.0,0.0,1,7.0,14.8,14.8,72.8,16.7,32075,24
258,2015,9,18,Friday,2.0,0.0,0.0,1,2.0,15.1,15.1,78.4,9.5,29829,24
259,2015,9,19,Saturday,2.0,0.0,1.0,0,3.0,15.2,15.2,71.0,7.0,31826,23
260,2015,9,20,Sunday,2.0,0.0,1.0,0,2.0,15.4,15.4,73.7,11.4,31141,24
261,2015,9,21,Monday,2.0,0.0,0.0,1,7.0,14.7,14.7,83.6,13.5,23676,24
